Time,República de Chile_predicho
2020-07-27,273.20030084162295
2020-07-28,293.17729144741486
2020-07-29,306.977794872585
2020-07-30,305.16808955119376
2020-07-31,302.56442561863724
2020-08-01,241.55195257410685
2020-08-02,236.56464441878492
2020-08-03,302.2634993592476
2020-08-04,325.710783756159
2020-08-05,209.27645589144691
2020-08-06,321.2022927793759
2020-08-07,315.5256960735813
2020-08-08,292.6905363461296
2020-08-09,223.34936097208748
2020-08-10,449.6983176442488
2020-08-11,431.0600046277185
2020-08-12,455.41467765124924
2020-08-13,471.98098121305424
2020-08-14,433.0516828693311
2020-08-15,239.8560550187222
2020-08-16,221.98171845919035
2020-08-17,473.40885649349497
2020-08-18,425.2507561385872
2020-08-19,492.1959957120178
2020-08-20,490.942406466948
2020-08-21,516.1942601099105
2020-08-22,277.8431438857734
2020-08-23,236.45577237414756
2020-08-24,500.42548043127454
2020-08-25,283.73818830431435
2020-08-26,474.01913913237064
2020-08-27,559.2780498677355
2020-08-28,449.87889715771547
2020-08-29,287.8035188709737
2020-08-30,256.22517502021856
2020-08-31,540.548102797313
2020-09-01,445.9356476967086
2020-09-02,494.58118062416673
2020-09-03,515.6570387348444
2020-09-04,481.2719902710985
2020-09-05,282.2460172509009
2020-09-06,260.73875296274593
2020-09-07,567.901161240401
2020-09-08,392.81789661053347
2020-09-09,577.3959526397964
2020-09-10,563.9307928480889
2020-09-11,617.7041187341354
2020-09-12,316.7744165088124
2020-09-13,283.8262745075164
2020-09-14,615.3770873612386
2020-09-15,550.5763443635653
2020-09-16,528.5984602077862
2020-09-17,550.9411724177696
2020-09-18,228.1006397029052
2020-09-19,240.7935291279958
2020-09-20,287.7736265857267
2020-09-21,631.7156364125146
2020-09-22,655.1111823054716
2020-09-23,666.4911386614942
2020-09-24,645.8970837031272
2020-09-25,484.519604251574
2020-09-26,380.83966646730283
2020-09-27,391.52718593639634
2020-09-28,685.8391455513422
2020-09-29,631.2207620301549
2020-09-30,564.232721304113
2020-10-01,609.6631324554487
2020-10-02,598.7438211958242
2020-10-03,360.75113975427456
2020-10-04,377.42619933959037
2020-10-05,725.7902607720268
2020-10-06,710.2441446764296
2020-10-07,711.9936267280987
2020-10-08,601.6701487419148
2020-10-09,713.4696914680956
2020-10-10,430.23575025532676
2020-10-11,422.38932662109045
2020-10-12,533.7742675706068
2020-10-13,694.4465010613876
2020-10-14,719.9587676975043
2020-10-15,746.1578960192021
2020-10-16,758.212676288894
2020-10-17,474.6935947933087
2020-10-18,515.6345593391624
2020-10-19,746.5428866624684
2020-10-20,803.72817697813
2020-10-21,806.3015902973098
2020-10-22,846.735944030092
2020-10-23,808.6787279953694
2020-10-24,413.5931460306273
2020-10-25,568.935588457723
2020-10-26,801.9967113757004
2020-10-27,689.7785624748437
2020-10-28,813.9551741017356
2020-10-29,808.980597843976
2020-10-30,749.0415669272727
2020-10-31,479.531533865363
2020-11-01,497.2870790216315
2020-11-02,793.2263798276272
2020-11-03,824.8179243891254
2020-11-04,840.2716687316602
2020-11-05,881.6282986262677
2020-11-06,777.0138208288611
2020-11-07,688.6625809238315
2020-11-08,726.7213617990353
2020-11-09,850.2296972230674
2020-11-10,861.9139285289073
2020-11-11,834.4842284699498
2020-11-12,802.9484307721636
2020-11-13,661.151392249006
2020-11-14,678.0003217010742
2020-11-15,679.9692029781988
2020-11-16,825.7204386698306
2020-11-17,698.4531423179246
2020-11-18,841.898839255912
2020-11-19,762.6058896835636
2020-11-20,696.0015305268778
2020-11-21,682.717597652108
2020-11-22,669.3178391584954
2020-11-23,814.4380091378539
2020-11-24,809.5967051477664
2020-11-25,796.915474550327
2020-11-26,800.7824407697533
2020-11-27,714.9079980670838
2020-11-28,626.3243653096104
2020-11-29,684.8742792824066
2020-11-30,766.7151776118812
2020-12-01,769.3731241281187
2020-12-02,758.3393454331572
2020-12-03,685.9967606283406
2020-12-04,671.2152482038612
2020-12-05,576.3395711061328
2020-12-06,573.5366483467221
2020-12-07,683.1449887400438
2020-12-08,661.1006460170845
2020-12-09,692.1391317760899
2020-12-10,743.415630119446
2020-12-11,672.5776960340006
2020-12-12,618.1858232866334
2020-12-13,604.1329810015336
2020-12-14,683.0871024662933
2020-12-15,733.9974339943617
2020-12-16,692.1396362392989
2020-12-17,666.7778537093934
2020-12-18,639.9971649386723
2020-12-19,564.235017113981
2020-12-20,545.2843874696198
2020-12-21,652.1426071795747
2020-12-22,665.0598153238848
2020-12-23,654.3922129420325
2020-12-24,493.8379951640581
2020-12-25,430.8441552135901
2020-12-26,582.6913120624401
2020-12-27,634.9748909919267
2020-12-28,736.6463041807401
2020-12-29,701.7176834501233
2020-12-30,657.1365703359395
2020-12-31,482.8167258222274
2021-01-01,394.0429200655803
2021-01-02,606.7678363686462
2021-01-03,591.553278858114
2021-01-04,727.6134804112212
2021-01-05,750.0959943709718
2021-01-06,732.0846199177929
2021-01-07,740.4671684730151
2021-01-08,728.4851877377068
2021-01-09,603.1083325899929
2021-01-10,580.6573561270686
2021-01-11,751.5203982100747
2021-01-12,770.3896330692337
2021-01-13,777.4842213468712
2021-01-14,720.2093488596943
2021-01-15,700.8385097821099
2021-01-16,612.0772573327349
2021-01-17,587.1283667976415
2021-01-18,751.9753837722806
2021-01-19,790.1473768876535
2021-01-20,762.4535920402332
2021-01-21,725.5292367923589
2021-01-22,738.2114668183949
2021-01-23,565.6667221638893
2021-01-24,580.9702670870283
2021-01-25,753.4143041258208
2021-01-26,814.3746731817034
2021-01-27,759.5250379832221
2021-01-28,761.1220834130452
2021-01-29,293.6551935302014
2021-01-30,232.31733539582882
2021-01-31,264.31607676791873
2021-02-01,820.5410830295402
2021-02-02,786.8739023658577
2021-02-03,757.2016784056341
2021-02-04,740.2960976856314
2021-02-05,700.1607121605282
2021-02-06,364.8181472207954
2021-02-07,376.02280188524526
2021-02-08,809.0614988574991
2021-02-09,783.9382502200497
2021-02-10,736.9562291669281
2021-02-11,670.5427189063516
2021-02-12,709.3649844679837
2021-02-13,518.9572524362839
2021-02-14,465.2141090583752
2021-02-15,758.9178038872819
2021-02-16,703.4892940660575
2021-02-17,707.8710192998738
2021-02-18,679.3297812139235
2021-02-19,670.2501736574625
2021-02-20,603.8085148635826
2021-02-21,628.8387914529853
2021-02-22,717.1666226400841
2021-02-23,787.5686991005405
2021-02-24,725.7545940195623
2021-02-25,649.7991285402861
2021-02-26,595.3724828587538
2021-02-27,514.0019486303322
2021-02-28,607.128993715643
2021-03-01,708.875882767298
2021-03-02,702.521450508084
2021-03-03,712.9263642762655
2021-03-04,796.3632507070295
2021-03-05,661.8801550253434
2021-03-06,395.65148643263996
2021-03-07,432.8542683548706
2021-03-08,789.4275442004885
2021-03-09,806.8459516085977
2021-03-10,805.9322896932342
2021-03-11,681.4724685949286
2021-03-12,724.2066721406904
2021-03-13,409.50258718661445
2021-03-14,425.3703646991115
2021-03-15,564.7400419842118
2021-03-16,692.1848693066488
2021-03-17,734.627760327528
2021-03-18,656.9757438670929
2021-03-19,588.7656284354184
2021-03-20,446.69769568356236
2021-03-21,410.86093082522115
2021-03-22,754.2696500336401
2021-03-23,770.1059062769161
2021-03-24,754.3200537382572
2021-03-25,532.4305615174111
2021-03-26,592.0869348555691
2021-03-27,320.0120088902756
2021-03-28,345.96881154133587
2021-03-29,676.83436992977
2021-03-30,654.7240505722302
2021-03-31,640.2830752702628
2021-04-01,629.953240618727
2021-04-02,465.21415252628844
2021-04-03,500.60601034891715
2021-04-04,519.5057615126251
2021-04-05,655.842637578424
2021-04-06,657.7970993665949
2021-04-07,714.3779412061172
2021-04-08,684.3029267349636
2021-04-09,734.0154677593082
2021-04-10,569.4804771896095
2021-04-11,503.9308523538985
2021-04-12,715.8277636924947
2021-04-13,725.7998070031679
2021-04-14,721.5536296575403
2021-04-15,703.5341386913249
2021-04-16,732.9900147370661
2021-04-17,600.493828988155
2021-04-18,548.2120509031488
2021-04-19,702.9210185550146
2021-04-20,670.1120895074323
2021-04-21,643.572032853102
2021-04-22,683.5525125116556
2021-04-23,638.4080557516593
2021-04-24,686.7645105291988
2021-04-25,666.4481132845151
2021-04-26,660.9222070017577
2021-04-27,689.3150904669337
2021-04-28,707.9356649912559
2021-04-29,691.0227244530302
2021-04-30,610.845028779358
2021-05-01,547.3120807021699
2021-05-02,462.35277537265347
2021-05-03,573.9136507639378
2021-05-04,619.1828620844001
2021-05-05,619.1170122219244
2021-05-06,645.0629304826336
2021-05-07,613.3254950089895
2021-05-08,533.4131849530256
2021-05-09,441.5446029724707
2021-05-10,639.0406605789867
2021-05-11,655.5190755235228
2021-05-12,657.2856142076096
2021-05-13,584.0753716221689
2021-05-14,602.3647106663068
2021-05-15,541.0133421758776
2021-05-16,538.3262957192351
2021-05-17,648.9666633379636
2021-05-18,548.1602173748201
2021-05-19,361.0818830371086
2021-05-20,327.98791301400286
2021-05-21,386.8577623942413
2021-05-22,481.29121828253705
2021-05-23,506.64174665447933
2021-05-24,589.785890736649
2021-05-25,579.7259041630357
2021-05-26,576.0194229732531
2021-05-27,568.1349976972967
2021-05-28,555.8950866731054
2021-05-29,486.1529984687459
2021-05-30,509.75316257525736
2021-05-31,547.5914826540252
2021-06-01,331.22646689222483
2021-06-02,579.3672852540826
2021-06-03,525.2839116309378
2021-06-04,517.4345432090333
2021-06-05,517.1680054034723
2021-06-06,483.7971874922875
2021-06-07,541.6478274518549
2021-06-08,555.5501594785371
2021-06-09,556.6208254843848
2021-06-10,472.5796445304458
2021-06-11,511.7155231011801
2021-06-12,578.0240631535721
2021-06-13,557.9714956977089
2021-06-14,447.738720868839
2021-06-15,429.10009147721127
2021-06-16,479.5008317545119
2021-06-17,522.9776767910062
2021-06-18,455.1124885539003
2021-06-19,492.323771469504
2021-06-20,393.02582737825907
2021-06-21,536.5118360348024
2021-06-22,460.6120642884482
2021-06-23,259.7170124356882
2021-06-24,354.0531964995802
2021-06-25,129.87281628936773
2021-06-26,258.9340240625995
2021-06-27,380.22673550720543
2021-06-28,492.61144910226295
2021-06-29,467.23707288638224
2021-06-30,397.0075726794448
2021-07-01,504.52779807155304
2021-07-02,462.3761202682637
2021-07-03,486.21792145583805
2021-07-04,547.2479852831682
2021-07-05,491.49308740853843
2021-07-06,443.47035081545386
2021-07-07,468.1378706554515
2021-07-08,533.4987448189877
2021-07-09,468.81155062593274
2021-07-10,514.6842289014796
2021-07-11,454.9440501408333
2021-07-12,452.4621540874905
2021-07-13,475.67052287964697
2021-07-14,478.8186507906576
2021-07-15,439.58527508305053
2021-07-16,418.2595992347804
2021-07-17,422.1104456812223
2021-07-18,489.6964572789422
2021-07-19,507.16278568739745
2021-07-20,547.9569474201705
2021-07-21,536.0159230388515
2021-07-22,545.5285400313371
2021-07-23,515.1343266582037
2021-07-24,347.240264797562
2021-07-25,410.2239628449725
2021-07-26,410.00993450514795
2021-07-27,484.3984963628631
2021-07-28,530.4949821646364
2021-07-29,562.827482907285
2021-07-30,544.9318196261518
2021-07-31,508.42385750160054
2021-08-01,531.6517109847744
2021-08-02,561.5168349565552
2021-08-03,593.5701590598178
2021-08-04,575.6693050576732
2021-08-05,448.9775999752845
2021-08-06,459.9819421653919
2021-08-07,411.3315661535221
2021-08-08,354.417608385166
2021-08-09,530.0552658499354
2021-08-10,539.7933455048282
2021-08-11,577.4777464530039
2021-08-12,487.29129547842615
2021-08-13,443.62652733784773
2021-08-14,431.2986730507162
2021-08-15,327.8920710133108
2021-08-16,351.20041964661124
2021-08-17,417.1070082550944
2021-08-18,148.08023035966755
2021-08-19,206.81880394201013
2021-08-20,317.78875190474184
2021-08-21,190.57352508516385
2021-08-22,420.0398296332517
2021-08-23,329.2541755492175
2021-08-24,316.4764488178311
2021-08-25,415.1654106132178
2021-08-26,483.16127239259845
2021-08-27,425.73086405671455
2021-08-28,482.535288109994
2021-08-29,573.0921692592594
2021-08-30,453.9341692816259
2021-08-31,556.5013609522234
2021-09-01,573.1496441335382
2021-09-02,548.5273372771462
2021-09-03,421.7920743473325
2021-09-04,524.6998300595775
2021-09-05,501.83119774097804
2021-09-06,487.1307558031112
2021-09-07,501.36349574188665
2021-09-08,543.8644638926658
2021-09-09,528.0487452209666
2021-09-10,526.6065961598715
2021-09-11,364.4973049622658
2021-09-12,173.66306725120938
2021-09-13,272.5451428716917
2021-09-14,525.4214310304048
2021-09-15,543.1036682273345
2021-09-16,519.9073360133818
2021-09-17,410.96775652355745
2021-09-18,358.67228672416655
2021-09-19,348.9632456342237
2021-09-20,551.9102564120274
2021-09-21,562.6505435008451
2021-09-22,563.8238973645771
2021-09-23,602.5296134945431
2021-09-24,563.4260837611203
2021-09-25,489.00058460070335
2021-09-26,539.2569596213448
2021-09-27,609.200662644173
2021-09-28,636.8089026000798
2021-09-29,505.5405129526771
2021-09-30,541.5120891937449
2021-10-01,520.5732432512875
2021-10-02,481.79493070894677
2021-10-03,458.60439147162674
2021-10-04,537.2590659909251
2021-10-05,583.121588136918
2021-10-06,567.6875086500202
2021-10-07,573.6617554185418
2021-10-08,458.20161245962765
2021-10-09,457.0915264468069
2021-10-10,409.4690861614503
2021-10-11,530.3760205808032
2021-10-12,506.21419292315835
2021-10-13,578.7398711477667
2021-10-14,353.6211536101619
2021-10-15,565.8501279970326
2021-10-16,523.7828578718526
2021-10-17,564.3984250620049
2021-10-18,639.6718355826026
2021-10-19,622.5454689601736
2021-10-20,552.9247257366253
2021-10-21,591.1376138305327
2021-10-22,549.1029178551335
2021-10-23,538.8668194431705
2021-10-24,542.9037085450466
2021-10-25,636.113029921841
2021-10-26,663.9040022608206
2021-10-27,681.8585702399439
2021-10-28,643.8078769575322
2021-10-29,576.296116908368
2021-10-30,494.92121952702536
2021-10-31,432.19345253068354
2021-11-01,528.9323156908205
2021-11-02,687.1967787310864
2021-11-03,644.246765704143
2021-11-04,615.4577237716906
2021-11-05,596.0719904291163
2021-11-06,526.1770359747244
2021-11-07,554.0916106863172
2021-11-08,674.7426140546013
2021-11-09,689.5312245678776
2021-11-10,653.8363422619245
2021-11-11,595.858564344913
2021-11-12,581.7428062340275
2021-11-13,538.0309446611934
2021-11-14,508.9907117737455
2021-11-15,622.956974278015
2021-11-16,644.0938994541107
2021-11-17,658.7066234415065
2021-11-18,645.2738738625658
2021-11-19,615.4243220538194
2021-11-20,500.1928498948949
2021-11-21,487.39458559193173
2021-11-22,673.0947123345857
2021-11-23,674.1645507723429
2021-11-24,654.4040241021598
2021-11-25,702.6316857860747
2021-11-26,601.0447341541135
2021-11-27,501.84925260828373
2021-11-28,491.7473633234264
2021-11-29,645.2952390022331
2021-11-30,661.2997083461066
2021-12-01,610.8836212182407
2021-12-02,603.077810643761
2021-12-03,549.76290611123
2021-12-04,481.7139326104919
2021-12-05,439.6611817677869
2021-12-06,603.4492936990084
2021-12-07,653.0471102872646
2021-12-08,553.2403890537746
2021-12-09,583.838097694027
2021-12-10,552.3406441652651
2021-12-11,391.90829325262484
2021-12-12,431.3882714498372
2021-12-13,611.1748344358305
2021-12-14,637.1223085254273
2021-12-15,592.7915338396504
2021-12-16,549.1259381309815
2021-12-17,561.8806445865198
2021-12-18,450.55290528292534
2021-12-19,491.0336610903509
2021-12-20,567.2043337951873
2021-12-21,545.6207471399055
2021-12-22,506.63690725111326
2021-12-23,511.96142402787115
2021-12-24,387.732130307808
2021-12-25,322.77486272436136
2021-12-26,400.6087839997788
2021-12-27,581.9723074295937
2021-12-28,554.4563738895483
2021-12-29,508.2642713995521
2021-12-30,513.7682102870212
2021-12-31,353.4596870594634
2022-01-01,290.47222811475297
2022-01-02,426.2061401737956
2022-01-03,582.3300987704563
2022-01-04,613.6738584810955
2022-01-05,610.7742135083402
2022-01-06,578.2444611001438
2022-01-07,533.5586030902446
2022-01-08,433.2658996778883
2022-01-09,465.6247309687465
2022-01-10,572.5629805506137
2022-01-11,622.6845441885284
2022-01-12,590.8268166146327
2022-01-13,596.4740678782014
2022-01-14,530.8441732048329
2022-01-15,422.1010178124658
2022-01-16,428.6003182766674
2022-01-17,561.7550624579635
2022-01-18,652.5854265772753
2022-01-19,647.6699324140877
2022-01-20,624.8525313681957
2022-01-21,574.8462944219903
2022-01-22,470.1392005634088
2022-01-23,474.1769172333752
2022-01-24,625.6004628872324
2022-01-25,620.9786646459058
2022-01-26,667.1126900060021
2022-01-27,590.1488727985231
2022-01-28,578.5519480436824
2022-01-29,491.20104662285826
2022-01-30,472.79284530218
2022-01-31,642.2273809288799
2022-02-01,594.4958575533851
2022-02-02,610.6770409912297
2022-02-03,611.3805870947513
2022-02-04,563.5063535987779
2022-02-05,480.9301166693128
2022-02-06,444.91144699598925
2022-02-07,614.5005040089022
2022-02-08,611.3668953803665
2022-02-09,606.7168861421803
2022-02-10,601.8405866734965
2022-02-11,583.9994649374323
2022-02-12,505.18695875955933
2022-02-13,453.7632481642878
2022-02-14,558.7966120945109
2022-02-15,621.6822107494274
2022-02-16,622.339716301253
2022-02-17,588.8450707049856
2022-02-18,553.7469088042178
2022-02-19,464.2886793451904
2022-02-20,482.44132655795187
2022-02-21,624.7210302578305
2022-02-22,616.0023853360779
2022-02-23,562.8548663360543
2022-02-24,567.7012996716978
2022-02-25,518.4994162382484
2022-02-26,450.068803552709
2022-02-27,473.20871377294264
2022-02-28,586.4081623227792
2022-03-01,621.2638595743936
2022-03-02,649.0633329067462
2022-03-03,647.877340209189
2022-03-04,638.4841877488648
2022-03-05,472.4873381145845
2022-03-06,433.95668094240864
2022-03-07,676.2847429568403
2022-03-08,689.5150501492219
2022-03-09,696.6088136268068
2022-03-10,674.4182244316096
2022-03-11,647.1883133881424
2022-03-12,471.731733170265
2022-03-13,469.42444544977377
2022-03-14,692.1500377650661
2022-03-15,729.3067791356009
2022-03-16,713.966661200745
2022-03-17,672.8053795656458
2022-03-18,663.6308439105364
2022-03-19,476.27077886966305
2022-03-20,468.8669197390922
2022-03-21,677.6740056090471
2022-03-22,692.8809672973571
2022-03-23,691.249239995997
2022-03-24,629.1184187173096
2022-03-25,633.7248701080712
2022-03-26,480.6876520201594
2022-03-27,477.69735576772354
2022-03-28,669.4071135801992
2022-03-29,655.088085514664
2022-03-30,675.7562558111088
2022-03-31,616.7017935991475
2022-04-01,583.6290347627446
2022-04-02,482.597728392815
2022-04-03,438.43080365471457
2022-04-04,665.4538045883421
2022-04-05,687.4394686927089
2022-04-06,657.2748558224346
2022-04-07,660.189020077665
2022-04-08,641.3651755986932
2022-04-09,452.19915186676036
2022-04-10,426.0218519618351
2022-04-11,642.7569209551712
2022-04-12,606.0902996039547
2022-04-13,642.7552658189902
2022-04-14,588.7973750171088
2022-04-15,405.36737337977513
2022-04-16,474.11033911010225
2022-04-17,433.7166989975265
2022-04-18,613.0687363898303
2022-04-19,604.3193977669468
2022-04-20,621.7208031883101
2022-04-21,607.6664324796859
2022-04-22,406.0916823673428
2022-04-23,402.6983817904385
2022-04-24,429.30148098321087
2022-04-25,584.1764043438725
2022-04-26,352.88608623741925
2022-04-27,261.5298169839401
2022-04-28,506.99397033117856
2022-04-29,527.7500838905632
2022-04-30,432.17645054393745
2022-05-01,399.08563684022886
2022-05-02,567.893585928703
2022-05-03,569.285331285181
2022-05-04,608.3981895800671
2022-05-05,484.69407273337396
2022-05-06,527.1813491697684
2022-05-07,392.7033182039174
2022-05-08,279.47234838485974
2022-05-09,536.8375038508229
2022-05-10,521.9558988183387
2022-05-11,515.6193819616865
2022-05-12,447.93940881192435
2022-05-13,482.3441807387244
2022-05-14,327.4618092652494
2022-05-15,362.2805692141621
2022-05-16,488.9171304958605
2022-05-17,518.7888750123643
2022-05-18,453.4381569783819
2022-05-19,443.422555820284
2022-05-20,331.23674902695484
2022-05-21,321.5992514688273
2022-05-22,240.30981464615368
2022-05-23,304.924637739303
2022-05-24,429.3734751399645
2022-05-25,506.83343065586354
2022-05-26,447.29569428177643
2022-05-27,430.2161957791339
2022-05-28,323.90558561605195
2022-05-29,295.30258633903384
2022-05-30,425.2511254794194
2022-05-31,439.446325859872
2022-06-01,419.7660690273464
2022-06-02,385.35693394762524
2022-06-03,206.46101260114744
2022-06-04,224.20817278516938
2022-06-05,308.8257618851859
2022-06-06,466.6617176208642
2022-06-07,476.6474526459219
2022-06-08,475.49049851331466
2022-06-09,466.76418016627935
2022-06-10,472.0426563913412
2022-06-11,436.94945989911577
2022-06-12,326.31676570566987
2022-06-13,424.7448310414455
2022-06-14,443.89223757531835
2022-06-15,448.91290230066153
2022-06-16,453.66702922044374
2022-06-17,444.5453799742227
2022-06-18,336.5049431172867
2022-06-19,260.79535186681863
2022-06-20,381.6622640235774
2022-06-21,364.0225317935129
2022-06-22,385.8256888272762
2022-06-23,189.66505389081195
2022-06-24,383.26931591290855
2022-06-25,351.9595601757616
2022-06-26,314.5499727140506
2022-06-27,360.01031810366567
2022-06-28,401.513441973441
2022-06-29,412.5613420109733
2022-06-30,431.3262817919546
2022-07-01,152.6329677734502
2022-07-02,292.05553146743875
2022-07-03,240.7274375603901
2022-07-04,412.4597070336485
2022-07-05,413.34515795215236
2022-07-06,198.12754244902666
2022-07-07,334.04004905069
2022-07-08,373.0709823717379
2022-07-09,184.90054552900668
2022-07-10,100.96077423992337
2022-07-11,213.61887149773418
2022-07-12,356.36296692434263
2022-07-13,284.2625850392534
2022-07-14,159.02401271560393
2022-07-15,177.1451386591443
2022-07-16,233.85146331992968
2022-07-17,205.36379073462092
2022-07-18,400.31458512958966
2022-07-19,443.5276003772633
2022-07-20,433.4752872289327
2022-07-21,407.9582008925734
2022-07-22,428.6348721823911
2022-07-23,412.8539850522746
2022-07-24,305.2959947893741
2022-07-25,466.53871750387214
2022-07-26,487.676470248058
2022-07-27,457.21898902401307
2022-07-28,497.36933691934513
2022-07-29,481.06432579641825
2022-07-30,324.43843591470466
2022-07-31,380.04152041986157
2022-08-01,463.17633594056775
2022-08-02,514.1414477857422
2022-08-03,481.5254072507865
2022-08-04,487.8865860598999
2022-08-05,475.9907746621867
2022-08-06,149.30210747936687
2022-08-07,221.31785637387742
2022-08-08,480.9089768421147
2022-08-09,510.82510677413387
2022-08-10,521.4785034805709
2022-08-11,490.64622892891714
2022-08-12,491.5495094022575
2022-08-13,405.39310167236357
2022-08-14,208.37439924616453
2022-08-15,307.95317511297617
2022-08-16,263.0026597461658
2022-08-17,339.274967428327
2022-08-18,430.4339850162584
2022-08-19,455.9792823494773
2022-08-20,442.2860132540775
2022-08-21,465.81440851630447
2022-08-22,462.4223861324289
2022-08-23,503.70749545261054
2022-08-24,482.2042779422793
2022-08-25,535.4901439098603
2022-08-26,480.9960925369645
2022-08-27,396.4371828224691
2022-08-28,477.20640818031495
2022-08-29,560.1551810455869
2022-08-30,497.75368412088665
2022-08-31,476.18388848728245
2022-09-01,505.2751273349688
2022-09-02,525.8698736509482
2022-09-03,515.1822476585496
2022-09-04,474.3102987923903
2022-09-05,595.1311703974529
2022-09-06,592.9624549569883
2022-09-07,456.94583067372906
2022-09-08,205.13253509558103
2022-09-09,468.79041079873474
2022-09-10,431.69836710282306
2022-09-11,303.26728145264764
2022-09-12,555.1490356027186
2022-09-13,522.75845773017
2022-09-14,525.1740009727091
2022-09-15,471.9555406964914
2022-09-16,329.0021570261315
2022-09-17,270.37973770358866
2022-09-18,216.94867891125787
2022-09-19,295.87545890028065
2022-09-20,363.28686216514905
2022-09-21,451.1303663095626
2022-09-22,517.8761399723844
2022-09-23,479.52573247900995
2022-09-24,245.15386458481913
2022-09-25,409.1311041313671
2022-09-26,537.2405081752913
2022-09-27,602.3717818359685
2022-09-28,574.5194220947276
2022-09-29,534.9172713486134
2022-09-30,566.7237676498019
2022-10-01,506.28418062608586
2022-10-02,465.8281002306891
2022-10-03,482.5697427084246
2022-10-04,493.17958156743674
2022-10-05,510.62619997240546
2022-10-06,558.67797513044
2022-10-07,541.097372910835
2022-10-08,479.83041209851507
2022-10-09,446.04620842083875
2022-10-10,528.595889489625
2022-10-11,597.4220583868193
2022-10-12,644.742904012563
2022-10-13,602.877248705852
2022-10-14,593.0742460638669
2022-10-15,522.9836950801081
2022-10-16,469.9803160242745
2022-10-17,595.0782839885646
2022-10-18,630.5468760640201
2022-10-19,657.1808942703924
2022-10-20,665.3444961857347
2022-10-21,583.9432682561826
2022-10-22,503.99163750053884
2022-10-23,504.829994986787
2022-10-24,647.8006059563622
2022-10-25,646.4173615932575
2022-10-26,663.3968802547561
2022-10-27,637.8644470678314
2022-10-28,594.3687195959412
2022-10-29,445.90289604473907
2022-10-30,373.67101304928474
2022-10-31,423.7361546934804
2022-11-01,448.0801124785767
2022-11-02,631.6065583722236
2022-11-03,643.4366192147543
2022-11-04,651.9835154510783
2022-11-05,509.49723152418863
2022-11-06,478.1806299298494
2022-11-07,659.8824600095097
2022-11-08,643.48183219836
2022-11-09,590.8140517756315
2022-11-10,612.9901216883536
2022-11-11,569.506430794667
2022-11-12,345.31235887006994
2022-11-13,423.82409795642053
2022-11-14,667.7660577173756
2022-11-15,693.891901037124
2022-11-16,686.0562243296042
2022-11-17,622.4198064605191
2022-11-18,636.3984597662268
2022-11-19,452.3508825833252
2022-11-20,425.8143393233652
2022-11-21,698.2398908622654
2022-11-22,689.2938078050811
