Time,San Juan_predicho
2020-11-25,1808.8169201257028
2020-11-26,1640.592254648747
2020-11-27,1524.8977838376106
2020-11-28,1346.9337784945865
2020-11-29,1225.702351779109
2020-11-30,1682.0087823652314
2020-12-01,1649.599891198152
2020-12-02,1749.5126555226395
2020-12-03,1572.359579804925
2020-12-04,1439.2014046863392
2020-12-05,1157.7886122170503
2020-12-06,998.1371941381157
2020-12-07,1543.9364913533482
2020-12-08,1302.254181784479
2020-12-09,1622.2261153572908
2020-12-10,1538.3141143378198
2020-12-11,1596.141637030551
2020-12-12,1217.530847335867
2020-12-13,1100.1255523002696
2020-12-14,1479.5711368871516
2020-12-15,1608.0090889872054
2020-12-16,1598.9015932430302
2020-12-17,1420.043000435581
2020-12-18,1426.3404089857436
2020-12-19,1182.7875158560355
2020-12-20,1027.3299007004355
2020-12-21,1443.6328560407333
2020-12-22,1477.2000306935286
2020-12-23,1467.6438923582703
2020-12-24,1226.318029061413
2020-12-25,808.6901593480097
2020-12-26,1171.1054517747198
2020-12-27,1111.1974308778913
2020-12-28,1620.231865140669
2020-12-29,1596.7605304106444
2020-12-30,1586.3853612544817
2020-12-31,1184.8091011133488
2021-01-01,757.5316823484719
2021-01-02,1152.2214734264585
2021-01-03,1027.843223947201
2021-01-04,1651.319846371469
2021-01-05,1654.208353302001
2021-01-06,1564.583062377204
2021-01-07,1555.8260787853487
2021-01-08,1625.0883170003915
2021-01-09,1326.4052514887105
2021-01-10,1093.0339846595407
2021-01-11,1701.9620792253663
2021-01-12,1772.3582983748756
2021-01-13,1690.9240764889328
2021-01-14,1677.314441561673
2021-01-15,1563.6235020438323
2021-01-16,1348.4257803080677
2021-01-17,1193.4634689512807
2021-01-18,1701.3122887088366
2021-01-19,1756.9077818946944
2021-01-20,1704.6974751893972
2021-01-21,1652.1555746738013
2021-01-22,1615.3226373308275
2021-01-23,1285.2409909095659
2021-01-24,1233.6580815482528
2021-01-25,1578.9737940626633
2021-01-26,1773.6201877949893
2021-01-27,1664.9422473966451
2021-01-28,1713.0015733247687
2021-01-29,828.5832223303715
2021-01-30,653.699979323043
2021-01-31,632.1730975642726
2021-02-01,1632.5059481355586
2021-02-02,1713.410940617996
2021-02-03,1753.0935904719786
2021-02-04,1741.3948096406102
2021-02-05,1568.7282591625042
2021-02-06,827.7510023390935
2021-02-07,836.2162548306846
2021-02-08,1697.758211943042
2021-02-09,1640.5345175618563
2021-02-10,1693.2470534016684
2021-02-11,1556.764402537443
2021-02-12,1577.2743947009678
2021-02-13,1037.2535986885814
2021-02-14,947.0107901349072
2021-02-15,1587.8461584708227
2021-02-16,1466.7788648163164
2021-02-17,1521.371153703075
2021-02-18,1564.7815278323492
2021-02-19,1504.054933703138
2021-02-20,1313.1587346169908
2021-02-21,1134.8432441387265
2021-02-22,1565.9959495964456
2021-02-23,1805.6420664279751
2021-02-24,1624.3252783512353
2021-02-25,1743.8617970658697
2021-02-26,1469.3630856662435
2021-02-27,1307.7034754128777
2021-02-28,1088.0373381828915
2021-03-01,1675.4504872259251
2021-03-02,1707.9940924575749
2021-03-03,1748.341689183041
2021-03-04,1719.6357713532293
2021-03-05,1641.352364480496
2021-03-06,854.1477524541193
2021-03-07,831.3313540212791
2021-03-08,1796.5605452207155
2021-03-09,1848.470416970535
2021-03-10,1696.0735622706586
2021-03-11,1751.5760240949453
2021-03-12,1757.2850417993664
2021-03-13,981.073914963946
2021-03-14,913.795162568254
2021-03-15,1286.0877109353282
2021-03-16,1563.411589844954
2021-03-17,1624.2786556807562
2021-03-18,1480.6163183468732
2021-03-19,1468.9426669430422
2021-03-20,953.3995387923494
2021-03-21,776.5911344647398
2021-03-22,1699.256094215364
2021-03-23,1765.9548054563618
2021-03-24,1782.0591361585248
2021-03-25,1156.2379552778239
2021-03-26,1213.5677148825748
2021-03-27,723.6454314878424
2021-03-28,761.450110835576
2021-03-29,1383.3869816439599
2021-03-30,1322.853968907624
2021-03-31,1461.9690702669775
2021-04-01,1402.394184306921
2021-04-02,960.8056142055582
2021-04-03,1045.8382416138647
2021-04-04,992.1493941745628
2021-04-05,1404.963003168253
2021-04-06,1459.420972592525
2021-04-07,1544.4510098524718
2021-04-08,1388.5712420371024
2021-04-09,1498.0698121887008
2021-04-10,1182.1592572435375
2021-04-11,1041.3738903868532
2021-04-12,1561.2234467535673
2021-04-13,1591.5210349020545
2021-04-14,1538.028962699142
2021-04-15,1584.7286725722195
2021-04-16,1517.387756615889
2021-04-17,1234.9443710221185
2021-04-18,1115.4942179312193
2021-04-19,1419.1355394276975
2021-04-20,1484.560201831469
2021-04-21,1361.153214514174
2021-04-22,1580.4947685102766
2021-04-23,1510.287242670187
2021-04-24,1376.413384967895
2021-04-25,1330.3947320355496
2021-04-26,1539.6189335973147
2021-04-27,1593.0928747617077
2021-04-28,1524.5141720451902
2021-04-29,1517.4343792863679
2021-04-30,1323.1750712652904
2021-05-01,1075.2320961016312
2021-05-02,1070.4397627997305
2021-05-03,1465.885352847471
2021-05-04,1434.9472594041536
2021-05-05,1523.8624974642746
2021-05-06,1549.2623649207492
2021-05-07,1389.1668240819567
2021-05-08,1274.5833099027504
2021-05-09,976.3074831456447
2021-05-10,1392.4736831479393
2021-05-11,1475.8023731302358
2021-05-12,1411.7709063882478
2021-05-13,1384.9821328388525
2021-05-14,1381.0952326181755
2021-05-15,1171.1770233738785
2021-05-16,1139.905767558952
2021-05-17,1450.3653528688649
2021-05-18,1454.161597896944
2021-05-19,1071.1331445328326
2021-05-20,984.4894842220799
2021-05-21,942.1402350871429
2021-05-22,1094.8348808094465
2021-05-23,948.6399866912708
2021-05-24,1355.2956676253789
2021-05-25,1407.526641732865
2021-05-26,1466.0967782461628
2021-05-27,1372.989969225715
2021-05-28,1311.2139894324723
2021-05-29,1016.1802680323506
2021-05-30,946.363778555646
2021-05-31,1278.2802385652947
2021-06-01,838.9134834839978
2021-06-02,1335.6410799503649
2021-06-03,1265.1668448681676
2021-06-04,1237.4095839490528
2021-06-05,1095.5055771567388
2021-06-06,916.9932354031191
2021-06-07,1288.0505871583662
2021-06-08,1350.8183656565677
2021-06-09,1269.035614050325
2021-06-10,1360.4333053480427
2021-06-11,1308.6114986424611
2021-06-12,1172.7566336786115
2021-06-13,1094.5137784517801
2021-06-14,1208.6864258085789
2021-06-15,1085.6834255964686
2021-06-16,1231.2879179665101
2021-06-17,1217.7808977576383
2021-06-18,1171.0164341755622
2021-06-19,1118.2908938092596
2021-06-20,705.0551666718654
2021-06-21,1113.5520628950605
2021-06-22,1157.859007956316
2021-06-23,747.7799112800278
2021-06-24,1003.1885352691745
2021-06-25,364.19956757578757
2021-06-26,781.6588381816853
2021-06-27,802.3725684190166
2021-06-28,1025.2514286461706
2021-06-29,1212.272944858469
2021-06-30,1100.0993597627812
2021-07-01,1132.719778717372
2021-07-02,1138.8077727712357
2021-07-03,1080.276488483337
2021-07-04,992.4886275707489
2021-07-05,1257.6804748558006
2021-07-06,1196.7693764978796
2021-07-07,1181.6594346490351
2021-07-08,1251.6183822855364
2021-07-09,1154.5832306706525
2021-07-10,1160.1999698009392
2021-07-11,848.4300735767611
2021-07-12,1161.9970765289413
2021-07-13,1259.2704457539735
2021-07-14,1280.53572551404
2021-07-15,1054.119559055835
2021-07-16,918.5443540758928
2021-07-17,992.0276572016458
2021-07-18,1030.350214143435
2021-07-19,1201.6610261653152
2021-07-20,1381.408564530762
2021-07-21,1271.5137777190591
2021-07-22,1216.4913080302522
2021-07-23,1299.8795714248274
2021-07-24,791.5974703791867
2021-07-25,813.0233393375695
2021-07-26,1196.111630892387
2021-07-27,1247.0504251241273
2021-07-28,1336.614747616804
2021-07-29,1322.4189000221202
2021-07-30,1395.8374494388745
2021-07-31,1125.039223616976
2021-08-01,980.172771451585
2021-08-02,1329.185360868356
2021-08-03,1383.2781954128423
2021-08-04,1338.5102799824836
2021-08-05,1135.5967491945707
2021-08-06,1163.6336700975928
2021-08-07,1006.1302594553716
2021-08-08,706.6140557897189
2021-08-09,1300.4803337664014
2021-08-10,1306.2964382814373
2021-08-11,1338.1865874764571
2021-08-12,1180.3594843282096
2021-08-13,1064.415555688042
2021-08-14,984.5801394146778
2021-08-15,649.6131689877144
2021-08-16,856.9884608542789
2021-08-17,1081.1620911055384
2021-08-18,468.87383191730873
2021-08-19,682.4044616950953
2021-08-20,1015.7607400370064
2021-08-21,573.2114530110039
2021-08-22,973.7403637048155
2021-08-23,1009.2894800648377
2021-08-24,1154.6065420058922
2021-08-25,1177.4747434059311
2021-08-26,1236.4203753924542
2021-08-27,1125.583002694631
2021-08-28,1054.8187470350867
2021-08-29,1018.1897669258676
2021-08-30,1115.9162600359573
2021-08-31,1327.5668983382238
2021-09-01,1437.746525430554
2021-09-02,1343.3216350507612
2021-09-03,1140.4314155980878
2021-09-04,1115.6780424258088
2021-09-05,874.7993191308121
2021-09-06,1187.4858997575109
2021-09-07,1219.6842005683975
2021-09-08,1317.2734918543765
2021-09-09,1364.9365088004533
2021-09-10,1347.218895864878
2021-09-11,833.817288135093
2021-09-12,423.78740427764353
2021-09-13,789.7226592003866
2021-09-14,1318.9074952746682
2021-09-15,1283.785601316104
2021-09-16,1320.4663843925218
2021-09-17,917.935821289239
2021-09-18,672.1654483268069
2021-09-19,688.9016231508633
2021-09-20,1314.9687920867923
2021-09-21,1036.1896299937105
2021-09-22,1312.1436245767925
2021-09-23,1532.725555481442
2021-09-24,1440.3049836984462
2021-09-25,1061.603338919842
2021-09-26,1091.9190581068488
2021-09-27,1490.5523603960146
2021-09-28,1600.3694427569194
2021-09-29,1535.3341172960302
2021-09-30,1556.936040303923
2021-10-01,1478.3487713841855
2021-10-02,1227.500334111368
2021-10-03,1004.6914078899326
2021-10-04,1512.823280330697
2021-10-05,1572.747760280379
2021-10-06,1530.1964795733666
2021-10-07,1493.5681304702987
2021-10-08,1329.2043826347326
2021-10-09,1204.935104030476
2021-10-10,916.7196464437886
2021-10-11,1196.9697086494523
2021-10-12,1492.138041725325
2021-10-13,1587.7609759120485
2021-10-14,1020.2717139344968
2021-10-15,1428.4112457229865
2021-10-16,1215.1887675610667
2021-10-17,1135.040019375116
2021-10-18,1558.1444447042934
2021-10-19,1598.3884354953618
2021-10-20,1507.8815271165652
2021-10-21,1496.653305191678
2021-10-22,1488.5454516508576
2021-10-23,1148.207806187802
2021-10-24,1046.8170895770238
2021-10-25,1584.5525424837435
2021-10-26,1779.1407233075672
2021-10-27,1695.4261772586055
2021-10-28,1626.124975227597
2021-10-29,1496.9510962141048
2021-10-30,1154.611722302612
2021-10-31,913.1037450340821
2021-11-01,1126.6732270372677
2021-11-02,1599.072082584454
2021-11-03,1626.0990737439975
2021-11-04,1656.3992520408447
2021-11-05,1512.7446851520415
2021-11-06,1207.7723315544183
2021-11-07,1029.4283494441947
2021-11-08,1585.857673101289
2021-11-09,1657.9969933840973
2021-11-10,1678.2109010269262
2021-11-11,1530.407904972058
2021-11-12,1515.6087048874404
2021-11-13,1190.044358025403
2021-11-14,937.2744869033065
2021-11-15,1474.68106700728
2021-11-16,1595.5270059083227
2021-11-17,1643.1537607773605
2021-11-18,1524.9957875622067
2021-11-19,1448.008850134082
2021-11-20,1153.322132575226
2021-11-21,1113.9948261866782
2021-11-22,1585.5028988149434
2021-11-23,1584.912497066809
2021-11-24,1574.9660944242278
2021-11-25,1567.52375693398
2021-11-26,1513.148672257226
2021-11-27,1100.5551498351647
2021-11-28,1032.9811965654055
2021-11-29,1593.628883394283
2021-11-30,1592.9348757117514
2021-12-01,1525.9513241901263
2021-12-02,1555.5574948044418
2021-12-03,1464.1080005395254
2021-12-04,1096.0027335639152
2021-12-05,948.541561053593
2021-12-06,1597.0263216138976
2021-12-07,1345.727350604383
2021-12-08,1150.5306369939053
2021-12-09,1447.3407439351495
2021-12-10,1419.0034418613404
2021-12-11,935.6016312576157
2021-12-12,855.7299529072124
2021-12-13,1605.8022813536504
2021-12-14,1633.4870181186866
2021-12-15,1528.843835557485
2021-12-16,1434.1263344519848
2021-12-17,1434.1444654905044
2021-12-18,1057.32540233578
2021-12-19,1083.3787258288844
2021-12-20,1373.2618587645425
2021-12-21,1487.0496168215
2021-12-22,1602.921021307589
2021-12-23,1547.8933713220624
2021-12-24,1178.1230191458412
2021-12-25,779.1893356858882
2021-12-26,995.3198661053259
2021-12-27,1541.4894552072524
2021-12-28,1542.7194715223595
2021-12-29,1524.3777849099706
2021-12-30,1624.841456524788
2021-12-31,1167.5136906010475
2022-01-01,663.1728828916424
2022-01-02,886.3909765149822
2022-01-03,1579.793881110522
2022-01-04,1650.3691319787572
2022-01-05,1676.790180500007
2022-01-06,1614.6050333048597
2022-01-07,1649.6544031093456
2022-01-08,1203.5963014842512
2022-01-09,1035.8901395507808
2022-01-10,1584.3100353047325
2022-01-11,1771.766620402535
2022-01-12,1811.3606360331905
2022-01-13,1689.955377164333
2022-01-14,1572.7218587967795
2022-01-15,1204.6088213760895
2022-01-16,953.7707446967119
2022-01-17,1656.4597161809806
2022-01-18,1737.2782699863667
2022-01-19,1825.1282944595932
2022-01-20,1587.1498529770347
2022-01-21,1533.6966329995212
2022-01-22,1062.8514862734687
2022-01-23,878.9788300771964
2022-01-24,1525.3194800682334
2022-01-25,1635.7891277379108
2022-01-26,1653.5171012669261
2022-01-27,1516.3001224216123
2022-01-28,1504.7352572488987
2022-01-29,1205.5038938638734
2022-01-30,896.6938528644121
2022-01-31,1539.7846270533848
2022-02-01,1605.1497160448776
2022-02-02,1574.2125133294176
2022-02-03,1552.3309303376172
2022-02-04,1431.5834170742523
2022-02-05,1107.9068321328145
2022-02-06,839.9311836725559
2022-02-07,1533.6862724060816
2022-02-08,1533.0466578391085
2022-02-09,1584.2625219063964
2022-02-10,1568.7848550294063
2022-02-11,1468.6371054755355
2022-02-12,1138.5358832324082
2022-02-13,932.4501810932295
2022-02-14,1523.9936282638082
2022-02-15,1574.575058060843
2022-02-16,1659.59732487571
2022-02-17,1573.0083984979096
2022-02-18,1400.3354725945653
2022-02-19,1063.1440969991759
2022-02-20,919.8106324680392
2022-02-21,1543.321933284436
2022-02-22,1505.6959741735384
2022-02-23,1442.876392708138
2022-02-24,1426.078054323443
2022-02-25,1397.7070803209547
2022-02-26,1089.5107524048672
2022-02-27,962.048581262465
2022-02-28,1446.38261715887
2022-03-01,1607.7185349062095
2022-03-02,1656.9792931955392
2022-03-03,1664.079807141241
2022-03-04,1592.867531854393
2022-03-05,1126.8751825703769
2022-03-06,962.3489624332519
2022-03-07,1690.4645935854517
2022-03-08,1709.484746990213
2022-03-09,1774.2257623048922
2022-03-10,1716.6111624195141
2022-03-11,1668.5441583682525
2022-03-12,1238.0103462906268
2022-03-13,900.5367205629701
2022-03-14,1741.6726872076597
2022-03-15,1849.6175485381243
2022-03-16,1848.5791271626865
2022-03-17,1773.2236030064937
2022-03-18,1804.4689573378205
2022-03-19,1232.826085897484
2022-03-20,939.8018633908795
2022-03-21,1807.7007021013649
2022-03-22,1855.0788787668148
2022-03-23,1814.1978635571331
2022-03-24,1709.171415077626
2022-03-25,1634.1214523889398
2022-03-26,1180.393156256889
2022-03-27,951.4366625693112
2022-03-28,1811.84913126743
2022-03-29,1718.493744043394
2022-03-30,1775.4946308453984
2022-03-31,1660.229168997603
2022-04-01,1645.0389325496005
2022-04-02,1181.3046603626894
2022-04-03,926.5978145011544
2022-04-04,1766.0945974288322
2022-04-05,1887.549069116529
2022-04-06,1832.79330866983
2022-04-07,1837.959438024453
2022-04-08,1778.977543960891
2022-04-09,1134.307159467185
2022-04-10,858.011341339557
2022-04-11,1755.8037810933452
2022-04-12,1722.9503248253257
2022-04-13,1867.2496865778216
2022-04-14,1722.3651033739116
2022-04-15,912.7513271517514
2022-04-16,938.8305521284553
2022-04-17,928.205682693502
2022-04-18,1637.1742431713037
2022-04-19,1632.3447570645067
2022-04-20,1739.5593486354
2022-04-21,1585.0157932178959
2022-04-22,1279.7922712683244
2022-04-23,1094.3400047673192
2022-04-24,938.8305521284553
2022-04-25,1677.7419264683986
2022-04-26,1220.872540765401
2022-04-27,1033.4884798216767
2022-04-28,1536.7209321499258
2022-04-29,1580.1863071110988
2022-04-30,1053.7723214702241
2022-05-01,899.2287660527198
2022-05-02,1646.8332153848974
2022-05-03,1617.8562987441155
2022-05-04,1604.333737645084
2022-05-05,1442.0630044567042
2022-05-06,1470.0740238761268
2022-05-07,1137.8053797284924
2022-05-08,830.6500633362023
2022-05-09,1525.1301654936128
2022-05-10,1631.240435455681
2022-05-11,1613.0872767774545
2022-05-12,1524.2247324123891
2022-05-13,1521.327040748311
2022-05-14,1130.1386660977528
2022-05-15,941.7887079326694
2022-05-16,1612.1213795560948
2022-05-17,1650.7572684104712
2022-05-18,1517.4634518628736
2022-05-19,1494.2819185502476
2022-05-20,1273.0914548589444
2022-05-21,1030.6512522977346
2022-05-22,867.4146218879953
2022-05-23,1174.5699382802854
2022-05-24,1337.7461045498885
2022-05-25,1511.6076043945814
2022-05-26,1399.5635267168905
2022-05-27,1303.9397018023096
2022-05-28,934.0010660216583
2022-05-29,797.8095578099826
2022-05-30,1348.370973984842
2022-05-31,1422.745060029516
2022-06-01,1399.5635267168905
2022-06-02,1264.337915726574
2022-06-03,795.8777633672637
2022-06-04,826.7864744507647
2022-06-05,798.775455031342
2022-06-06,1394.7340406100934
2022-06-07,1444.9606961207824
2022-06-08,1331.2180950581462
2022-06-09,1393.8357209904373
2022-06-10,1426.3680749007904
2022-06-11,1072.8186101029296
2022-06-12,741.4252079840564
2022-06-13,1363.2040797424838
2022-06-14,1341.0298860249768
2022-06-15,1416.9887626711036
2022-06-16,1363.9395297987749
2022-06-17,1266.0058248198898
2022-06-18,900.4616062605318
2022-06-19,614.113189407565
2022-06-20,1091.134395231719
2022-06-21,805.1951457806565
2022-06-22,1212.5137526169774
2022-06-23,600.9013700727601
2022-06-24,1271.4438437133408
2022-06-25,1018.0421284693509
2022-06-26,782.3191739355377
2022-06-27,793.594018530904
2022-06-28,1360.3271092652853
2022-06-29,1402.526205834312
2022-06-30,1432.4716098448134
2022-07-01,520.371946116864
2022-07-02,853.7567160907345
2022-07-03,569.3556345706461
2022-07-04,1377.433599265847
2022-07-05,1428.0202093596017
2022-07-06,709.7836369926247
2022-07-07,1185.1604788030472
2022-07-08,1271.171954174513
2022-07-09,491.08428771185515
2022-07-10,245.96648005819566
2022-07-11,776.109442908757
2022-07-12,1270.5349297558998
2022-07-13,1018.6584317010845
2022-07-14,606.4015525268494
2022-07-15,609.2966540425676
2022-07-16,632.8122404546594
2022-07-17,540.3528164462646
2022-07-18,1282.4260775829998
2022-07-19,1290.8265418495273
2022-07-20,1304.7142378283443
2022-07-21,1314.005485013793
2022-07-22,1313.3710507435399
2022-07-23,1070.578664044344
2022-07-24,702.4060532113754
2022-07-25,1337.510710832445
2022-07-26,1359.7548385556706
2022-07-27,1300.4855140631212
2022-07-28,1383.5449046549502
2022-07-29,1341.3380376408436
2022-07-30,877.2282699807073
2022-07-31,841.2466748835411
2022-08-01,1371.8997448830785
2022-08-02,1510.1266534718707
2022-08-03,1406.7730606380546
2022-08-04,1447.6307645124966
2022-08-05,1362.3184771202828
2022-08-06,473.01190048993396
2022-08-07,603.2242008788637
2022-08-08,1460.8477641440215
2022-08-09,1490.485016538656
2022-08-10,1503.0779424933676
2022-08-11,1503.365372922355
2022-08-12,1371.0296831510368
2022-08-13,1041.8814073874692
2022-08-14,471.12413856933415
2022-08-15,787.1590206357746
2022-08-16,871.7902510872566
2022-08-17,1205.4650416384743
2022-08-18,1444.7822856672574
2022-08-19,1467.0186429454034
2022-08-20,1130.466881916987
2022-08-21,927.2685108484467
2022-08-22,1388.9984644385604
2022-08-23,1547.1699812797142
2022-08-24,1490.14578314247
2022-08-25,1608.047407708956
2022-08-26,1507.8711665231253
2022-08-27,1162.688494063113
2022-08-28,1011.7003759151794
2022-08-29,1667.5782611468933
2022-08-30,1594.4834042361651
2022-08-31,1560.3066863120807
2022-09-01,1493.701220412041
2022-09-02,1602.917540431372
2022-09-03,1419.925306560581
2022-09-04,1147.177155257444
2022-09-05,1733.0365954793438
2022-09-06,1734.8777347294647
2022-09-07,1409.6370803734537
2022-09-08,809.9313865464958
2022-09-09,1523.6440342741826
2022-09-10,1154.9405951053584
2022-09-11,714.2972010384751
2022-09-12,1614.1794342849385
2022-09-13,1553.6101594715633
2022-09-14,1599.3517425683613
2022-09-15,1430.2834667534266
2022-09-16,804.832601049231
2022-09-17,619.6107817132943
2022-09-18,465.0335543671106
2022-09-19,568.7678229708717
2022-09-20,1347.7574946458133
2022-09-21,1554.5890074347226
2022-09-22,1537.891684836065
2022-09-23,1450.2436158959476
2022-09-24,758.4021905666214
2022-09-25,833.2139356451592
2022-09-26,1585.8317716176896
2022-09-27,1788.1315893222286
2022-09-28,1757.7899686516225
2022-09-29,1697.5625173827937
2022-09-30,1644.1067072569203
2022-10-01,1157.170180570504
2022-10-02,1011.032269716247
2022-10-03,1530.0842124660319
2022-10-04,1520.1326295267306
2022-10-05,1596.4773622395226
2022-10-06,1654.1489453888194
2022-10-07,1719.5218048253919
2022-10-08,1224.5240472686344
2022-10-09,945.9934633791406
2022-10-10,1096.39117977894
2022-10-11,1789.405638159455
2022-10-12,1762.6867986157781
2022-10-13,1748.4935411694541
2022-10-14,1734.6783693447153
2022-10-15,1292.1731148408317
2022-10-16,986.2581753570887
2022-10-17,1785.4850660100985
