Time,Alameda,Cabello,República de Chile con San Joaquín,San Juan con Escrivá de Balaguer,
2022-08-16 00:00:00,547,,340,497,
2022-08-17 00:00:00,801,,477,713,
2022-08-18 00:00:00,974,,589,994,
2022-08-19 00:00:00,981,,613,1080,
2022-08-20 00:00:00,708,,500,1081,
2022-08-21 00:00:00,527,,456,1193,
2022-08-22 00:00:00,981,,492,1102,
2022-08-23 00:00:00,1078,,592,1226,
2022-08-24 00:00:00,1047,,550,1158,
2022-08-25 00:00:00,1121,,622,1327,
2022-08-26 00:00:00,1052,,570,1153,
2022-08-27 00:00:00,722,,529,922,
2022-08-28 00:00:00,555,,545,1227,
2022-08-29 00:00:00,1208,,584,1396,
2022-08-30 00:00:00,1139,,574,1195,
2022-08-31 00:00:00,1141,,518,1121,
2022-09-01 00:00:00,1040,,566,1238,
2022-09-02 00:00:00,1099,,647,1298,
2022-09-03 00:00:00,999,,513,1279,
2022-09-04 00:00:00,750,,463,1183,
2022-09-05 00:00:00,1199,,699,1517,
2022-09-06 00:00:00,1271,,594,1497,
2022-09-07 00:00:00,977,,530,1084,
2022-09-08 00:00:00,515,,292,305,
2022-09-09 00:00:00,1071,,566,1108,
2022-09-10 00:00:00,730,,505,1041,
2022-09-11 00:00:00,424,,280,656,
2022-09-12 00:00:00,1116,,639,1395,
2022-09-13 00:00:00,1084,,593,1290,
2022-09-14 00:00:00,1114,,619,1293,
2022-09-15 00:00:00,967,,577,1137,
2022-09-16 00:00:00,469,,353,736,
2022-09-17 00:00:00,348,,247,557,
2022-09-18 00:00:00,214,,208,398,
2022-09-19 00:00:00,274,,279,657,
2022-09-20 00:00:00,961,,458,767,
2022-09-21 00:00:00,1075,,608,1047,
2022-09-22 00:00:00,1023,,660,1284,
2022-09-23 00:00:00,989,,575,1159,
2022-09-24 00:00:00,473,,275,449,
2022-09-25 00:00:00,461,,409,1011,
2022-09-26 00:00:00,1098,,622,1337,
2022-09-27 00:00:00,1226,,744,1537,
2022-09-28 00:00:00,1254,,655,1437,
2022-09-29 00:00:00,1207,,632,1310,
2022-09-30 00:00:00,1159,,621,1427,
2022-10-01 00:00:00,751,,477,1292,
2022-10-02 00:00:00,573,,517,1185,
2022-10-03 00:00:00,1077,,567,1154,
2022-10-04 00:00:00,1044,,601,1196,
2022-10-05 00:00:00,1093,,646,1247,
2022-10-06 00:00:00,1122,,692,1406,
2022-10-07 00:00:00,1179,,708,1336,
2022-10-08 00:00:00,772,,550,1198,
2022-10-09 00:00:00,507,,515,1129,
2022-10-10 00:00:00,632,,561,1389,
2022-10-11 00:00:00,1238,,728,1518,
2022-10-12 00:00:00,1207,,733,1685,
2022-10-13 00:00:00,1213,,702,1541,
2022-10-14 00:00:00,1176,,736,1514,
2022-10-15 00:00:00,814,,592,1338,
2022-10-16 00:00:00,534,,537,1206,
2022-10-17 00:00:00,1278,,662,1503,
2022-10-18 00:00:00,1170,,775,1643,
2022-10-19 00:00:00,1284,,745,1714,
2022-10-20 00:00:00,1289,,735,1741,
2022-10-21 00:00:00,1215,,674,1476,
2022-10-22 00:00:00,792,,624,1277,
2022-10-23 00:00:00,614,,533,1311,
2022-10-24 00:00:00,1341,,715,1672,
2022-10-25 00:00:00,1314,,734,1672,
2022-10-26 00:00:00,1291,,729,1734,
2022-10-27 00:00:00,1370,,772,1633,
2022-10-28 00:00:00,1247,,637,1506,
2022-10-29 00:00:00,710,,483,1093,
2022-10-30 00:00:00,512,,380,881,
2022-10-31 00:00:00,546,,478,1046,
2022-11-01 00:00:00,581,,519,1123,
2022-11-02 00:00:00,1265,,696,1630,
2022-11-03 00:00:00,1353,,711,1655,
2022-11-04 00:00:00,1234,,768,1705,
2022-11-05 00:00:00,808,,566,1293,
2022-11-06 00:00:00,534,,459,1234,
2022-11-07 00:00:00,1291,,692,1722,
2022-11-08 00:00:00,1291,,773,1666,
2022-11-09 00:00:00,1069,,698,1525,
2022-11-10 00:00:00,1136,,746,1589,
2022-11-11 00:00:00,1139,,678,1440,
2022-11-12 00:00:00,593,,385,770,
2022-11-13 00:00:00,542,,451,1047,
2022-11-14 00:00:00,1382,,788,1733,
2022-11-15 00:00:00,1286,,792,1839,
2022-11-16 00:00:00,1356,,763,1800,
2022-11-17 00:00:00,1254,99,764,1702,
2022-11-18 00:00:00,1216,281,710,1594,
2022-11-19 00:00:00,731,203,476,1120,
2022-11-20 00:00:00,533,110,448,1147,
2022-11-21 00:00:00,1280,337,706,1744,
2022-11-22 00:00:00,1297,314,763,1731,
2022-11-23 00:00:00,1398,315,754,1767,
2022-11-24 00:00:00,1334,329,779,1759,
2022-11-25 00:00:00,1229,300,691,1585,
2022-11-26 00:00:00,695,198,542,1109,
2022-11-27 00:00:00,525,116,443,1110,
2022-11-28 00:00:00,1227,332,753,1760,
2022-11-29 00:00:00,1294,330,742,1780,
2022-11-30 00:00:00,1266,327,709,1710,
2022-12-01 00:00:00,1288,290,674,1662,
2022-12-02 00:00:00,1182,294,671,1649,
2022-12-03 00:00:00,730,201,442,1163,
2022-12-04 00:00:00,531,120,439,1063,
2022-12-05 00:00:00,1203,334,682,1687,
2022-12-06 00:00:00,1222,305,707,1734,
2022-12-07 00:00:00,1261,365,701,1616,
2022-12-08 00:00:00,638,144,571,1291,
2022-12-09 00:00:00,1039,242,632,1410,
2022-12-10 00:00:00,747,220,437,1124,
2022-12-11 00:00:00,522,130,394,1111,
2022-12-12 00:00:00,1185,318,716,1716,
2022-12-13 00:00:00,1227,308,742,1680,
2022-12-14 00:00:00,1184,355,750,1639,
2022-12-15 00:00:00,1166,350,737,1578,
2022-12-16 00:00:00,1174,266,625,1375,
2022-12-17 00:00:00,778,184,452,1155,
2022-12-18 00:00:00,515,158,377,1015,
2022-12-19 00:00:00,1161,311,635,1661,
2022-12-20 00:00:00,1185,308,733,1799,
2022-12-21 00:00:00,1179,345,642,1580,
2022-12-22 00:00:00,1182,261,691,1494,
2022-12-23 00:00:00,1039,328,655,1429,
2022-12-24 00:00:00,681,224,383,842,
2022-12-25 00:00:00,411,122,314,940,
2022-12-26 00:00:00,1175,362,708,1723,
2022-12-27 00:00:00,1194,333,762,1801,
2022-12-28 00:00:00,1207,293,756,1607,
2022-12-29 00:00:00,1157,277,731,1568,
2022-12-30 00:00:00,1017,288,742,1539,
2022-12-31 00:00:00,428,176,319,607,
2023-01-01 00:00:00,293,122,277,828,
2023-01-02 00:00:00,566,140,415,1222,
2023-01-03 00:00:00,1298,324,722,1756,
2023-01-04 00:00:00,1326,316,772,1718,
2023-01-05 00:00:00,1169,330,836,1753,
2023-01-06 00:00:00,1136,326,734,1535,
2023-01-07 00:00:00,751,201,530,1328,
2023-01-08 00:00:00,532,127,431,1071,
2023-01-09 00:00:00,1205,354,718,1547,
2023-01-10 00:00:00,1296,328,863,1955,
2023-01-11 00:00:00,1310,327,800,1770,
2023-01-12 00:00:00,1251,280,849,1770,
2023-01-13 00:00:00,1166,281,782,1596,
2023-01-14 00:00:00,708,209,512,1305,
2023-01-15 00:00:00,552,119,458,1051,
2023-01-16 00:00:00,1212,302,763,1727,
2023-01-17 00:00:00,1210,328,973,1946,
2023-01-18 00:00:00,1207,351,832,1699,
2023-01-19 00:00:00,1202,330,905,1820,
2023-01-20 00:00:00,1129,299,818,1502,
2023-01-21 00:00:00,711,213,664,1297,
2023-01-22 00:00:00,558,125,498,1237,
2023-01-23 00:00:00,1174,360,819,1714,
2023-01-24 00:00:00,1301,325,868,1768,
2023-01-25 00:00:00,1199,348,855,1847,
2023-01-26 00:00:00,1293,316,921,1748,
2023-01-27 00:00:00,1094,272,758,1515,
2023-01-28 00:00:00,739,204,525,1115,
2023-01-29 00:00:00,511,126,463,1150,
2023-01-30 00:00:00,1234,373,770,1672,
2023-01-31 00:00:00,1198,317,785,1655,
2023-02-01 00:00:00,1341,377,818,1670,
2023-02-02 00:00:00,1115,290,782,1476,
2023-02-03 00:00:00,1031,294,679,1329,
2023-02-04 00:00:00,682,214,516,1111,
2023-02-05 00:00:00,466,98,364,978,
2023-02-06 00:00:00,1035,267,725,1466,
2023-02-07 00:00:00,1071,335,758,1507,
2023-02-08 00:00:00,1128,316,708,1408,
2023-02-09 00:00:00,1079,302,704,1459,
2023-02-10 00:00:00,999,279,711,1357,
2023-02-11 00:00:00,684,216,499,1035,
2023-02-12 00:00:00,505,129,422,967,
2023-02-13 00:00:00,1099,325,708,1516,
2023-02-14 00:00:00,1116,321,720,1525,
2023-02-15 00:00:00,1145,320,787,1604,
2023-02-16 00:00:00,1093,285,787,1528,
2023-02-17 00:00:00,973,321,699,1359,
2023-02-18 00:00:00,685,182,531,1158,
2023-02-19 00:00:00,524,106,442,1095,
2023-02-20 00:00:00,1049,294,677,1500,
2023-02-21 00:00:00,1084,245,716,1528,
2023-02-22 00:00:00,1085,327,776,1578,
2023-02-23 00:00:00,1075,278,768,1522,
2023-02-24 00:00:00,966,300,714,1347,
2023-02-25 00:00:00,665,213,556,1313,
2023-02-26 00:00:00,527,106,441,1132,
2023-02-27 00:00:00,1080,286,737,1537,
2023-02-28 00:00:00,1090,308,742,1651,
2023-03-01 00:00:00,1191,336,791,1724,
2023-03-02 00:00:00,1085,362,758,1720,
2023-03-03 00:00:00,1090,310,805,1668,
2023-03-04 00:00:00,738,262,462,1053,
2023-03-05 00:00:00,530,102,390,1126,
2023-03-06 00:00:00,1145,358,744,1752,
2023-03-07 00:00:00,1324,352,878,1926,
2023-03-08 00:00:00,1317,371,863,1832,
2023-03-09 00:00:00,1218,360,811,1831,
2023-03-10 00:00:00,1166,327,795,1749,
2023-03-11 00:00:00,673,228,540,1259,
2023-03-12 00:00:00,522,134,489,1150,
2023-03-13 00:00:00,1399,351,792,1872,
2023-03-14 00:00:00,1451,328,804,1902,
2023-03-15 00:00:00,1335,359,836,1937,
2023-03-16 00:00:00,1389,304,809,1884,
2023-03-17 00:00:00,1297,396,801,1714,
2023-03-18 00:00:00,703,274,496,1164,
2023-03-19 00:00:00,542,144,435,1065,
2023-03-20 00:00:00,1365,353,807,1942,
2023-03-21 00:00:00,1363,346,803,1881,
2023-03-22 00:00:00,1449,346,733,1810,
2023-03-23 00:00:00,1393,360,781,1785,
2023-03-24 00:00:00,1224,368,754,1730,
2023-03-25 00:00:00,762,274,553,1180,
2023-03-26 00:00:00,528,159,460,1181,
2023-03-27 00:00:00,1319,326,776,1870,
2023-03-28 00:00:00,1355,305,771,1906,
2023-03-29 00:00:00,1309,372,851,1840,
2023-03-30 00:00:00,1303,354,780,1763,
2023-03-31 00:00:00,1208,305,642,1625,
2023-04-01 00:00:00,728,246,445,1178,
2023-04-02 00:00:00,536,119,471,1099,
2023-04-03 00:00:00,1313,355,688,1732,
2023-04-04 00:00:00,1369,351,735,1739,
2023-04-05 00:00:00,1357,365,707,1724,
2023-04-06 00:00:00,1185,319,644,1626,
2023-04-07 00:00:00,604,126,414,1101,
2023-04-08 00:00:00,579,138,514,1257,
2023-04-09 00:00:00,470,141,477,1103,
2023-04-10 00:00:00,1371,361,785,1898,
2023-04-11 00:00:00,1402,339,773,1898,
2023-04-12 00:00:00,1412,303,734,1738,
2023-04-13 00:00:00,1315,332,708,1702,
2023-04-14 00:00:00,1215,270,675,1592,
2023-04-15 00:00:00,754,230,456,1169,
2023-04-16 00:00:00,508,97,409,946,
2023-04-17 00:00:00,1302,293,657,1669,
2023-04-18 00:00:00,1268,290,724,1620,
2023-04-19 00:00:00,1326,306,727,1631,
2023-04-20 00:00:00,1287,315,674,1571,
2023-04-21 00:00:00,1079,313,643,1385,
2023-04-22 00:00:00,727,209,471,1022,
2023-04-23 00:00:00,488,85,441,980,
2023-04-24 00:00:00,1248,258,631,1507,
2023-04-25 00:00:00,1257,269,716,1626,
2023-04-26 00:00:00,1253,302,697,1550,
2023-04-27 00:00:00,1176,254,694,1468,
2023-04-28 00:00:00,1040,221,554,1200,
2023-04-29 00:00:00,295,114,89,140,
2023-04-30 00:00:00,280,78,197,254,
2023-05-01 00:00:00,431,92,438,808,
2023-05-02 00:00:00,1050,296,630,1201,
2023-05-03 00:00:00,1119,300,614,1342,
2023-05-04 00:00:00,1085,278,690,1351,
2023-05-05 00:00:00,1028,251,588,1259,
2023-05-06 00:00:00,566,146,372,741,
2023-05-07 00:00:00,624,300,343,837,
2023-05-08 00:00:00,1063,296,636,1373,
2023-05-09 00:00:00,1147,281,640,1488,
2023-05-10 00:00:00,1159,318,658,1437,
2023-05-11 00:00:00,1162,316,652,1333,
2023-05-12 00:00:00,1129,285,621,1339,
2023-05-13 00:00:00,677,188,466,980,
2023-05-14 00:00:00,460,102,331,715,
2023-05-15 00:00:00,1090,278,604,1334,
2023-05-16 00:00:00,1112,265,641,1403,
2023-05-17 00:00:00,1020,375,638,1255,
2023-05-18 00:00:00,1107,297,674,1342,
2023-05-19 00:00:00,1025,261,610,1241,
2023-05-20 00:00:00,618,161,437,942,
2023-05-21 00:00:00,292,25,207,450,
2023-05-22 00:00:00,808,170,469,518,
2023-05-23 00:00:00,980,165,594,908,
2023-05-24 00:00:00,1054,250,615,1088,
2023-05-25 00:00:00,1016,249,544,1020,
2023-05-26 00:00:00,916,255,567,1166,
2023-05-27 00:00:00,616,189,508,976,
2023-05-28 00:00:00,392,55,303,672,
2023-05-29 00:00:00,1029,298,630,1227,
2023-05-30 00:00:00,1049,276,603,1227,
2023-05-31 00:00:00,1018,278,653,1391,
2023-06-01 00:00:00,993,262,672,1311,
2023-06-02 00:00:00,787,101,455,659,
2023-06-03 00:00:00,566,154,352,370,
2023-06-04 00:00:00,412,87,344,564,
2023-06-05 00:00:00,1035,291,602,1172,
2023-06-06 00:00:00,1048,284,627,1221,
2023-06-07 00:00:00,1074,274,632,1297,
2023-06-08 00:00:00,968,181,572,1146,
2023-06-09 00:00:00,425,214,322,242,
2023-06-10 00:00:00,482,151,311,338,
2023-06-11 00:00:00,351,72,281,398,
2023-06-12 00:00:00,887,222,556,877,
2023-06-13 00:00:00,868,220,587,928,
2023-06-14 00:00:00,843,254,499,989,
2023-06-15 00:00:00,889,243,594,1183,
2023-06-16 00:00:00,876,239,589,1093,
2023-06-17 00:00:00,524,147,431,921,
2023-06-18 00:00:00,333,55,257,502,
2023-06-19 00:00:00,962,222,529,1131,
2023-06-20 00:00:00,960,224,585,1124,
2023-06-21 00:00:00,489,98,406,778,
2023-06-22 00:00:00,206,60,183,113,
2023-06-23 00:00:00,208,56,174,114,
2023-06-24 00:00:00,264,85,194,147,
2023-06-25 00:00:00,316,46,289,235,
2023-06-26 00:00:00,315,102,204,149,
2023-06-27 00:00:00,618,256,551,456,
2023-06-28 00:00:00,812,261,582,572,
2023-06-29 00:00:00,800,234,559,654,
2023-06-30 00:00:00,833,216,555,948,
2023-07-01 00:00:00,515,193,412,742,
2023-07-02 00:00:00,291,80,244,494,
2023-07-03 00:00:00,799,262,637,995,
2023-07-04 00:00:00,929,216,620,1150,
2023-07-05 00:00:00,936,246,597,1092,
2023-07-06 00:00:00,840,251,590,980,
2023-07-07 00:00:00,726,202,552,897,
2023-07-08 00:00:00,416,55,295,512,
2023-07-09 00:00:00,349,84,276,617,
2023-07-10 00:00:00,813,248,533,866,
2023-07-11 00:00:00,655,67,445,653,
2023-07-12 00:00:00,391,218,288,226,
2023-07-13 00:00:00,801,200,599,486,
2023-07-14 00:00:00,735,183,528,530,
2023-07-15 00:00:00,457,140,314,447,
2023-07-16 00:00:00,364,55,332,522,
2023-07-17 00:00:00,888,233,549,951,
2023-07-18 00:00:00,876,188,573,1042,
2023-07-19 00:00:00,905,227,611,1138,
2023-07-20 00:00:00,959,241,628,1284,
2023-07-21 00:00:00,487,66,392,496,
2023-07-22 00:00:00,209,89,126,76,
2023-07-23 00:00:00,324,57,276,228,
2023-07-24 00:00:00,885,235,587,677,
2023-07-25 00:00:00,891,221,620,792,
2023-07-26 00:00:00,829,249,616,959,
2023-07-27 00:00:00,950,223,649,1125,
2023-07-28 00:00:00,867,208,555,1007,
2023-07-29 00:00:00,587,192,426,1038,
2023-07-30 00:00:00,393,73,340,787,
2023-07-31 00:00:00,999,214,570,1275,
2023-08-01 00:00:00,965,238,620,1199,
2023-08-02 00:00:00,946,260,694,1251,
2023-08-03 00:00:00,897,219,648,1257,
2023-08-04 00:00:00,984,267,603,1213,
2023-08-05 00:00:00,576,136,383,720,
2023-08-06 00:00:00,381,78,363,774,
2023-08-07 00:00:00,921,218,617,1164,
2023-08-08 00:00:00,971,247,728,1354,
2023-08-09 00:00:00,843,246,644,1189,
2023-08-10 00:00:00,513,84,412,248,
2023-08-11 00:00:00,777,249,563,957,
2023-08-12 00:00:00,530,179,451,864,
2023-08-13 00:00:00,411,95,462,931,
2023-08-14 00:00:00,918,257,619,1292,
2023-08-15 00:00:00,431,88,402,831,
2023-08-16 00:00:00,899,235,588,1027,
2023-08-17 00:00:00,446,198,331,271,
2023-08-18 00:00:00,792,275,550,518,
2023-08-19 00:00:00,103,48,55,31,
2023-08-20 00:00:00,236,18,184,133,
2023-08-21 00:00:00,370,54,290,155,
2023-08-22 00:00:00,177,36,172,65,
2023-08-23 00:00:00,579,137,413,192,
2023-08-24 00:00:00,807,240,602,655,
2023-08-25 00:00:00,904,251,661,1073,
2023-08-26 00:00:00,623,160,502,986,
2023-08-27 00:00:00,450,121,453,1068,
2023-08-28 00:00:00,920,247,559,987,
2023-08-29 00:00:00,1062,243,637,1214,
2023-08-30 00:00:00,932,258,660,1240,
2023-08-31 00:00:00,1011,191,627,1179,
2023-09-01 00:00:00,864,232,608,951,
2023-09-02 00:00:00,262,102,172,99,
2023-09-03 00:00:00,278,72,303,256,
2023-09-04 00:00:00,500,146,334,194,
2023-09-05 00:00:00,730,203,490,563,
2023-09-06 00:00:00,241,90,168,62,
2023-09-07 00:00:00,738,255,519,580,
2023-09-08 00:00:00,773,241,496,790,
2023-09-09 00:00:00,456,107,346,521,
2023-09-10 00:00:00,287,23,170,243,
2023-09-11 00:00:00,667,236,532,744,
2023-09-12 00:00:00,916,266,601,982,
2023-09-13 00:00:00,896,251,609,1157,
2023-09-14 00:00:00,913,274,621,1115,
2023-09-15 00:00:00,818,253,538,1012,
2023-09-16 00:00:00,565,125,360,759,
2023-09-17 00:00:00,270,91,205,362,
2023-09-18 00:00:00,258,50,204,436,
2023-09-19 00:00:00,244,55,228,455,
2023-09-20 00:00:00,782,181,533,997,
2023-09-21 00:00:00,825,255,632,1130,
2023-09-22 00:00:00,793,234,627,972,
2023-09-23 00:00:00,583,170,505,949,
2023-09-24 00:00:00,477,119,507,986,
2023-09-25 00:00:00,1260,280,625,1231,
2023-09-26 00:00:00,1089,260,658,1324,
2023-09-27 00:00:00,1062,269,623,1325,
2023-09-28 00:00:00,1012,242,635,1209,
2023-09-29 00:00:00,1000,272,647,1252,
2023-09-30 00:00:00,694,178,480,1136,
2023-10-01 00:00:00,375,105,301,677,
2023-10-02 00:00:00,920,241,560,1082,
2023-10-03 00:00:00,869,282,539,1056,
2023-10-04 00:00:00,1050,297,655,1252,
2023-10-05 00:00:00,998,257,648,1283,
2023-10-06 00:00:00,931,242,631,1213,
2023-10-07 00:00:00,592,169,479,1019,
2023-10-08 00:00:00,466,108,423,975,
2023-10-09 00:00:00,579,116,519,1283,
2023-10-10 00:00:00,1065,280,622,1311,
2023-10-11 00:00:00,1177,295,735,1402,
2023-10-12 00:00:00,1166,277,728,1512,
2023-10-13 00:00:00,1112,275,671,1389,
2023-10-14 00:00:00,738,208,529,1174,
2023-10-15 00:00:00,501,104,480,1123,
2023-10-16 00:00:00,1129,282,689,1512,
2023-10-17 00:00:00,1151,274,698,1571,
2023-10-18 00:00:00,1044,314,693,1372,
2023-10-19 00:00:00,1133,267,730,1569,
2023-10-20 00:00:00,1069,307,662,1392,
2023-10-21 00:00:00,603,196,536,950,
2023-10-22 00:00:00,472,97,463,1116,
2023-10-23 00:00:00,1060,263,646,1393,
2023-10-24 00:00:00,1129,342,745,1656,
2023-10-25 00:00:00,1190,298,682,1500,
2023-10-26 00:00:00,1093,267,730,1437,
2023-10-27 00:00:00,545,111,425,920,
2023-10-28 00:00:00,540,126,351,746,
2023-10-29 00:00:00,176,24,155,99,
2023-10-30 00:00:00,893,263,561,806,
2023-10-31 00:00:00,958,234,607,1104,
2023-11-01 00:00:00,374,103,314,597,
2023-11-02 00:00:00,886,288,546,628,
2023-11-03 00:00:00,1046,293,675,1246,
2023-11-04 00:00:00,707,259,486,1001,
2023-11-05 00:00:00,529,95,464,1026,
2023-11-06 00:00:00,1158,325,587,1377,
2023-11-07 00:00:00,1210,287,661,1509,
2023-11-08 00:00:00,1089,299,683,1518,
2023-11-09 00:00:00,1079,291,712,1588,
2023-11-10 00:00:00,339,78,188,149,
2023-11-11 00:00:00,471,130,371,620,
2023-11-12 00:00:00,376,103,338,803,
2023-11-13 00:00:00,1042,304,695,1495,
2023-11-14 00:00:00,1152,318,713,1619,
2023-11-15 00:00:00,1117,298,695,1468,
2023-11-16 00:00:00,1149,302,756,1470,
2023-11-17 00:00:00,786,88,474,837,
2023-11-18 00:00:00,663,187,417,889,
2023-11-19 00:00:00,526,134,453,1166,
2023-11-20 00:00:00,1069,306,656,1433,
2023-11-21 00:00:00,1165,348,723,1456,
2023-11-22 00:00:00,1129,332,703,1553,
2023-11-23 00:00:00,1156,303,729,1543,
2023-11-24 00:00:00,1000,306,664,1293,
2023-11-25 00:00:00,691,205,488,1045,
2023-11-26 00:00:00,524,110,462,1087,
2023-11-27 00:00:00,1100,225,663,1416,
2023-11-28 00:00:00,1139,294,755,1483,
2023-11-29 00:00:00,1161,318,748,1578,
2023-11-30 00:00:00,1094,282,669,1474,
2023-12-01 00:00:00,969,245,608,1260,
2023-12-02 00:00:00,638,172,521,1057,
2023-12-03 00:00:00,492,109,397,969,
2023-12-04 00:00:00,1103,294,672,1557,
2023-12-05 00:00:00,1047,287,707,1520,
2023-12-06 00:00:00,1034,319,693,1498,
2023-12-07 00:00:00,1013,313,660,1355,
2023-12-08 00:00:00,563,144,534,1101,
2023-12-09 00:00:00,597,205,463,974,
2023-12-10 00:00:00,464,75,364,872,
2023-12-11 00:00:00,1092,325,621,1485,
2023-12-12 00:00:00,1089,303,672,1418,
2023-12-13 00:00:00,1077,345,645,1437,
2023-12-14 00:00:00,1109,321,636,1397,
2023-12-15 00:00:00,1023,282,644,1333,
2023-12-16 00:00:00,638,208,502,1186,
2023-12-17 00:00:00,716,402,468,1187,
2023-12-18 00:00:00,1039,296,579,1409,
2023-12-19 00:00:00,1034,295,631,1512,
2023-12-20 00:00:00,1003,313,650,1420,
2023-12-21 00:00:00,1039,273,594,1374,
2023-12-22 00:00:00,917,245,541,1314,
2023-12-23 00:00:00,656,184,455,1118,
2023-12-24 00:00:00,454,83,325,754,
2023-12-25 00:00:00,340,171,403,732,
2023-12-26 00:00:00,976,342,653,1489,
2023-12-27 00:00:00,1032,330,725,1592,
2023-12-28 00:00:00,1005,351,659,1501,
2023-12-29 00:00:00,895,316,665,1319,
2023-12-30 00:00:00,617,244,482,1209,
2023-12-31 00:00:00,443,127,340,751,
2024-01-01 00:00:00,282,68,318,763,
2024-01-02 00:00:00,935,327,587,1492,
2024-01-03 00:00:00,1013,286,696,1472,
2024-01-04 00:00:00,1051,284,688,1622,
2024-01-05 00:00:00,956,271,646,1412,
2024-01-06 00:00:00,725,209,541,924,
2024-01-07 00:00:00,469,142,493,1123,
2024-01-08 00:00:00,1057,314,752,1611,
2024-01-09 00:00:00,1105,317,711,1024,
2024-01-10 00:00:00,1087,305,706,1574,
2024-01-11 00:00:00,1087,266,698,1656,
2024-01-12 00:00:00,1011,314,693,1520,
2024-01-13 00:00:00,668,190,541,1214,
2024-01-14 00:00:00,498,92,447,1119,
2024-01-15 00:00:00,1143,327,739,1696,
2024-01-16 00:00:00,1162,314,783,1754,
2024-01-17 00:00:00,1202,296,688,1571,
2024-01-18 00:00:00,1071,304,742,1537,
2024-01-19 00:00:00,996,295,604,1355,
2024-01-20 00:00:00,636,191,509,1205,
2024-01-21 00:00:00,432,131,405,1071,
2024-01-22 00:00:00,962,316,634,1494,
2024-01-23 00:00:00,1058,297,705,1600,
2024-01-24 00:00:00,1074,295,730,1589,
2024-01-25 00:00:00,1075,305,738,1530,
2024-01-26 00:00:00,999,289,629,1474,
2024-01-27 00:00:00,641,199,531,1167,
2024-01-28 00:00:00,462,102,480,1076,
2024-01-29 00:00:00,976,352,685,1451,
2024-01-30 00:00:00,1033,321,637,1556,
2024-01-31 00:00:00,1077,286,692,1484,
2024-02-01 00:00:00,1040,277,630,1338,
2024-02-02 00:00:00,903,248,558,1256,
2024-02-03 00:00:00,614,162,456,956,
2024-02-04 00:00:00,428,113,442,1011,
2024-02-05 00:00:00,1002,303,635,1021,
2024-02-06 00:00:00,1044,290,638,1370,
2024-02-07 00:00:00,1031,293,674,1388,
2024-02-08 00:00:00,1009,264,628,1329,
2024-02-09 00:00:00,884,244,629,1144,
2024-02-10 00:00:00,636,187,523,1150,
2024-02-11 00:00:00,429,100,514,1034,
2024-02-12 00:00:00,976,301,589,1377,
2024-02-13 00:00:00,1013,311,589,1425,
2024-02-14 00:00:00,960,277,635,1334,
2024-02-15 00:00:00,958,290,596,1352,
2024-02-16 00:00:00,892,254,604,1286,
2024-02-17 00:00:00,661,185,506,1021,
2024-02-18 00:00:00,463,105,439,974,
2024-02-19 00:00:00,980,282,588,850,
2024-02-20 00:00:00,1094,298,655,1424,
2024-02-21 00:00:00,1036,317,661,1501,
2024-02-22 00:00:00,688,218,448,791,
2024-02-23 00:00:00,829,270,588,973,
2024-02-24 00:00:00,748,160,495,1035,
2024-02-25 00:00:00,437,94,384,931,
2024-02-26 00:00:00,1052,321,602,1435,
2024-02-27 00:00:00,1062,286,631,1596,
2024-02-28 00:00:00,1100,297,622,1530,
2024-02-29 00:00:00,1040,288,604,1506,
2024-03-01 00:00:00,989,287,607,1470,
2024-03-02 00:00:00,628,171,443,1037,
2024-03-03 00:00:00,463,124,405,1017,
2024-03-04 00:00:00,1113,301,615,1590,
2024-03-05 00:00:00,1336,354,684,1673,
2024-03-06 00:00:00,1115,337,663,1638,
2024-03-07 00:00:00,1091,346,647,1686,
2024-03-08 00:00:00,1080,276,669,1454,
2024-03-09 00:00:00,604,204,439,1088,
2024-03-10 00:00:00,481,109,407,1040,
2024-03-11 00:00:00,1109,296,591,1564,
2024-03-12 00:00:00,1135,313,699,1664,
2024-03-13 00:00:00,1152,317,689,1646,
2024-03-14 00:00:00,1131,346,684,1692,
2024-03-15 00:00:00,1125,317,617,1584,
2024-03-16 00:00:00,660,209,469,1129,
2024-03-17 00:00:00,551,104,447,1103,
2024-03-18 00:00:00,1191,332,646,1591,
2024-03-19 00:00:00,1078,305,694,1666,
2024-03-20 00:00:00,1068,311,611,1544,
2024-03-21 00:00:00,1059,323,652,1604,
2024-03-22 00:00:00,1084,314,662,1556,
2024-03-23 00:00:00,672,202,492,1132,
2024-03-24 00:00:00,483,109,427,1067,
2024-03-25 00:00:00,1175,327,641,1590,
2024-03-26 00:00:00,1168,333,653,1582,
2024-03-27 00:00:00,1149,314,668,1615,
2024-03-28 00:00:00,1109,319,618,1458,
2024-03-29 00:00:00,495,128,465,969,
2024-03-30 00:00:00,570,159,448,1090,
2024-03-31 00:00:00,448,140,437,974,
2024-04-01 00:00:00,1092,346,627,1496,
2024-04-02 00:00:00,1065,286,614,1462,
2024-04-03 00:00:00,1006,280,490,1249,
2024-04-04 00:00:00,1088,323,584,1454,
2024-04-05 00:00:00,1099,392,618,1481,
2024-04-06 00:00:00,665,257,439,1207,
2024-04-07 00:00:00,,,9,,
